mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_48106,O=CC(=O)C1OC1C#C,2.84007,1.13303,1.02699,1.6705,66.69,-0.2589,-0.1088,0.1501,1169.4378,0.084969,-456.507013,-456.498297,-456.497353,-456.541475,30.116
gdb_64135,CC1(C)COC(O1)C#N,2.97651,1.30278,1.15287,3.9508,71.29,-0.2861,0.0144,0.3005,1127.5497,0.146429,-439.103019,-439.094078,-439.093134,-439.137022,32.946
gdb_10859,CC1CCC(C)CC1,3.26176,1.48523,1.27615,0.1274,84.49,-0.2846,0.0778,0.3624,1114.3283,0.22551,-314.307247,-314.298665,-314.29772,-314.339568,34.196
gdb_40882,C1CC2(C1)C1CC2CC1,3.14288,1.4615,1.31056,0.071,88.52,-0.2708,0.0843,0.3552,1100.1825,0.209126,-351.139551,-351.13198,-351.131036,-351.171352,31.699
gdb_59184,CC(O)C1N2CC1(O)C2,2.62058,1.347,1.19455,2.2245,75.48,-0.2454,0.056,0.3014,1148.0168,0.170312,-440.201324,-440.192434,-440.19149,-440.23488,34.611
gdb_120723,[NH3+]CCC1CC1C([O-])=O,1.75831,1.29895,0.93076,3.1454,78.57,-0.256,-0.0065,0.2495,1369.6753,0.166532,-440.287822,-440.276133,-440.275188,-440.325832,40.299
gdb_42408,C1CC1NC(=O)N2CC2,5.00033,0.86782,0.79666,2.5812,77.86,-0.2372,0.0363,0.2735,1473.8372,0.159406,-419.196671,-419.187582,-419.186638,-419.232357,32.73
gdb_28124,c1coc2c1[nH]c(c2)N,5.23763,1.26433,1.02213,2.3962,76.22,-0.1699,0.0251,0.1951,1095.5213,0.115687,-416.839039,-416.831763,-416.830819,-416.8705,28.471
gdb_16213,C1CC12COCC2=O,3.10828,2.24026,1.49312,2.1211,65.29,-0.2418,-0.0236,0.2182,846.9471,0.130951,-383.748022,-383.740944,-383.74,-383.779458,26.572
gdb_81603,CC1C2CC1N2CC#N,4.61847,0.91949,0.87591,4.7087,81.55,-0.2393,0.0282,0.2675,1371.0731,0.159361,-382.001577,-381.993178,-381.992234,-382.035095,31.886
gdb_68641,CC12CC(NC1=O)C=C2,2.42476,2.00076,1.52867,3.416,75.08,-0.2296,-0.0142,0.2154,936.5713,0.149783,-401.987807,-401.980454,-401.97951,-402.01911,30.037
gdb_5987,CCC(C)(O)CCO,4.02684,0.99432,0.96453,0.2204,74.47,-0.2575,0.063,0.3204,1331.102,0.197227,-387.342899,-387.332341,-387.331397,-387.377987,38.415
gdb_65910,CC1(CCC1)C(=O)C=O,2.46967,1.3383,1.14972,1.2775,76.06,-0.2452,-0.0927,0.1525,1160.5343,0.156923,-423.037742,-423.028343,-423.027399,-423.072269,33.986
gdb_2450,O=C1CC2CC2C1,5.38713,2.4384,2.01258,2.8244,59.9,-0.2394,-0.016,0.2233,665.3529,0.126401,-308.540795,-308.53491,-308.533966,-308.570503,22.989
gdb_47078,O=C1COC2CNC=C12,3.07828,1.597,1.10466,4.3908,75.07,-0.2147,-0.0386,0.1761,1043.7423,0.126656,-437.901166,-437.89394,-437.892996,-437.933096,27.514
gdb_79993,CC1C2C=CC1(C)C=C2,2.16417,2.01177,1.58624,0.0678,85.71,-0.2174,-0.0019,0.2156,995.5984,0.183246,-349.951952,-349.943984,-349.94304,-349.983471,33.391
gdb_64353,CC1(CCCC1(C)C)C,1.74885,1.72024,1.39278,0.0506,93.81,-0.2866,0.068,0.3546,1201.0869,0.251724,-353.585713,-353.575252,-353.574308,-353.620097,41.632
gdb_4743,Cc1coc(n1)C=O,7.04127,1.31959,1.11903,3.6216,65.48,-0.2576,-0.0748,0.1828,1001.4822,0.095391,-398.646755,-398.639649,-398.638705,-398.678418,24.849
gdb_84729,CC1=CC=CC=CC1O,2.35081,1.60003,1.25361,1.4781,87.91,-0.2182,-0.0388,0.1794,1095.5452,0.160316,-385.911009,-385.902551,-385.901607,-385.943748,32.816
gdb_69097,CC12CNCC1(O2)C#N,2.58288,1.61799,1.17812,4.3821,73.24,-0.2377,0.0033,0.241,1059.8365,0.136073,-418.004968,-417.996698,-417.995754,-418.037546,31.211
gdb_61433,CN(CC([O-])=O)C(N)=[NH2+],2.8246,1.20291,0.93333,7.5986,70.81,-0.2275,0.028,0.2555,1248.4773,0.147731,-472.449725,-472.440212,-472.439268,-472.484553,34.452
gdb_88798,CC1NC1C1OCC1=O,3.1784,1.09168,0.88605,2.0396,74.07,-0.2463,-0.0314,0.215,1318.5916,0.14612,-439.049903,-439.040974,-439.040029,-439.084744,32.014
gdb_5480,c1c[nH]c(c1O)C=O,3.44633,1.94598,1.24371,4.3172,66.0,-0.2161,-0.0344,0.1817,889.707,0.096795,-398.651701,-398.644787,-398.643842,-398.682763,25.712
gdb_106634,OCC12CCC(O1)C2O,2.33285,1.65068,1.21501,1.661,70.05,-0.2536,0.0641,0.3177,1072.5824,0.160035,-460.135478,-460.127322,-460.126378,-460.16802,32.182
gdb_40914,C1CC2(CC3CC2C3)O1,3.55682,1.39146,1.34071,1.5088,81.56,-0.2342,0.0899,0.3241,1061.657,0.18531,-387.067191,-387.05989,-387.058946,-387.099029,29.909
gdb_47603,O=C1COCC2OCC12,2.31943,1.90902,1.15914,1.2636,67.15,-0.238,-0.0343,0.2037,1028.1272,0.136933,-458.953015,-458.94549,-458.944545,-458.98596,28.156
gdb_38279,C1C2OC1C13CC(O1)C23,3.74142,1.74288,1.666,0.7873,71.78,-0.2358,0.0662,0.302,860.6997,0.137981,-421.678572,-421.672739,-421.671795,-421.708374,25.695
gdb_65539,NC1(CC2CC1C2)C#N,2.83606,1.53812,1.31856,3.0619,79.04,-0.2653,0.0344,0.2998,1030.7304,0.162452,-382.071806,-382.064134,-382.06319,-382.103562,31.046
gdb_106041,CCC12C3C(CN13)C2C,2.62481,1.56295,1.15508,1.6099,85.42,-0.2302,0.0821,0.3123,1157.9909,0.194526,-367.154812,-367.146177,-367.145233,-367.187891,33.958
gdb_97055,CC1(OCC(=NC)O1)C,2.98943,1.17387,1.04664,1.8378,78.35,-0.2488,0.0294,0.2782,1264.2334,0.168568,-440.313596,-440.303785,-440.302841,-440.3487,35.463
gdb_23031,CC(=NO)C1=NCCN1,3.90694,1.03241,0.83214,2.1995,80.38,-0.2152,-0.0317,0.1835,1361.0342,0.148247,-435.248597,-435.239639,-435.238695,-435.282605,32.714
gdb_65133,CC1(CC1)C1C2CCN12,2.89639,1.35505,1.23314,1.5522,84.77,-0.2241,0.0875,0.3116,1147.8515,0.194946,-367.147952,-367.139399,-367.138454,-367.180855,33.976
gdb_72742,CC12CCC11OCC1O2,2.51542,1.80117,1.54698,0.8706,74.55,-0.2279,0.056,0.2839,969.2074,0.158954,-422.973952,-422.966172,-422.965228,-423.005858,30.821
gdb_27324,c1c(=O)c(c[nH]c1N)N,3.28585,1.34342,0.95632,6.1743,78.42,-0.1844,0.0009,0.1852,1165.9274,0.127142,-434.128029,-434.119901,-434.118956,-434.160125,32.103
gdb_96977,CN=C1NC2(C)CC2O1,4.16896,1.12637,0.9994,3.2192,79.41,-0.2133,0.0564,0.2697,1254.0376,0.159016,-419.209948,-419.20108,-419.200135,-419.243471,33.256
gdb_64050,CC1(CC=CNC1=O)C,2.24951,1.76036,1.27007,2.8332,80.61,-0.2163,-0.0022,0.2141,1073.6518,0.171583,-403.210069,-403.201224,-403.20028,-403.242969,34.46
gdb_122680,COCCC1CCOC1,5.16173,0.6276,0.58071,1.2434,83.13,-0.2403,0.0807,0.321,1948.6848,0.205732,-425.420364,-425.410189,-425.409245,-425.457254,35.467
gdb_88352,CC1CN1C(C#N)C#N,2.18361,1.41325,0.94381,5.4391,74.11,-0.2743,-0.0208,0.2536,1221.176,0.122967,-396.906635,-396.897547,-396.896603,-396.941081,32.116
gdb_85188,OC1CC(=O)C1C1CO1,2.19327,1.77311,1.16779,1.9195,67.93,-0.2488,-0.0339,0.215,1058.1995,0.134435,-458.93825,-458.92989,-458.928946,-458.971999,31.128
gdb_114591,OCC1CN2CC12C#C,2.63822,1.21099,0.96412,2.6942,79.62,-0.2329,0.0182,0.2511,1249.9449,0.146288,-401.857547,-401.848618,-401.847674,-401.891337,33.512
gdb_31414,CNC1=NC(=N)OC=C1,3.02304,1.36388,0.94542,5.8393,78.77,-0.2132,-0.0317,0.1816,1195.1688,0.125221,-434.105497,-434.096907,-434.095963,-434.139936,30.712
gdb_111991,COC1C=CC2(C)NC12,4.11885,1.10266,0.9746,2.1349,81.49,-0.2254,0.0075,0.2329,1285.0934,0.170412,-403.114314,-403.105422,-403.104477,-403.147834,33.593
gdb_82445,CC12OC3C1C2(O)C3O,2.79884,1.7267,1.25318,1.7719,67.77,-0.2227,0.0595,0.2821,1002.4144,0.133925,-458.88696,-458.878676,-458.877732,-458.919197,32.242
gdb_8067,CCC1N2CC1(O)C2,3.55573,1.58617,1.34942,1.5352,72.09,-0.2402,0.0702,0.3104,996.2395,0.16561,-364.987751,-364.979786,-364.978842,-365.020064,30.548
gdb_5395,CNc1cnccn1,5.22569,1.60365,1.2379,2.4235,72.88,-0.212,-0.0327,0.1793,945.5625,0.121441,-358.892629,-358.885473,-358.884529,-358.924301,26.017
gdb_114355,CC1OC2C(CO)NC12,2.75119,1.24841,1.16462,3.1276,74.62,-0.2355,0.0614,0.2969,1170.9273,0.171531,-440.233761,-440.225158,-440.224214,-440.267245,32.93
gdb_62824,CC1(C)N2CC1(C2)C=O,2.37289,1.4183,1.30053,1.9558,80.08,-0.223,-0.0363,0.1867,1114.7273,0.169324,-403.072482,-403.063254,-403.062309,-403.106999,34.159
gdb_65897,C1C(CO1)(C#CC=O)O,3.48576,0.7917,0.71288,3.1425,74.03,-0.2653,-0.0743,0.191,1539.1216,0.10956,-457.702613,-457.693273,-457.692329,-457.738679,31.444
gdb_85057,CC1OC(=N)C(C)C1C,2.1977,1.54199,1.14721,3.2091,82.67,-0.25,0.0331,0.2831,1188.1357,0.194482,-404.38626,-404.376778,-404.375834,-404.420109,36.256
gdb_74262,CC1=CC(C)(O)C(=O)N1,2.611,1.40182,1.12439,3.3332,74.84,-0.222,-0.0095,0.2125,1151.14,0.145991,-439.139517,-439.130246,-439.129302,-439.173043,34.891
gdb_48626,O=CC12CC(C1)CCO2,3.35038,1.4075,1.19307,3.0027,75.04,-0.2443,-0.0302,0.2141,1072.339,0.160169,-423.023153,-423.015381,-423.014436,-423.055646,30.289
gdb_61917,CC(CCC#N)C1CC1,3.48903,0.70715,0.61857,4.2844,87.33,-0.2864,0.0388,0.3253,1807.5466,0.193355,-367.225126,-367.21496,-367.214016,-367.261153,36.878
gdb_17087,C#CC1CC2CC1C2,4.58488,1.61409,1.54073,0.8107,77.07,-0.253,0.0553,0.3082,894.6439,0.155865,-310.627649,-310.620896,-310.619952,-310.658295,27.614
gdb_18422,O=C1NC2C(C#N)C12,3.46911,1.9927,1.61787,5.1405,58.92,-0.2705,-0.0249,0.2456,778.9122,0.084787,-377.519989,-377.513571,-377.512627,-377.550782,23.734
gdb_56387,CC(=O)C#CC(O)C#N,3.23957,0.71946,0.6278,2.2085,73.33,-0.2779,-0.0728,0.2051,1704.6203,0.097381,-436.667739,-436.657798,-436.656854,-436.704726,32.996
gdb_74811,CC1=CC2OC2(C)CC1,3.55405,1.21171,1.0399,1.824,85.15,-0.2268,0.0089,0.2356,1244.1838,0.182419,-387.107187,-387.098435,-387.097491,-387.139992,34.332
gdb_68572,CC12CC(C=CC1)C2=O,2.33486,1.8411,1.47531,2.753,80.04,-0.2221,-0.0052,0.217,992.1298,0.160108,-385.912289,-385.904449,-385.903505,-385.944143,31.239
gdb_42379,C#CC(=O)CC#CC#N,8.59709,0.59265,0.55631,6.9089,81.47,-0.2878,-0.083,0.2048,1800.8247,0.074485,-398.308192,-398.299146,-398.298201,-398.343374,30.595
gdb_123179,C1CC1COCCCO,7.15539,0.45794,0.44515,2.1368,84.44,-0.2489,0.0785,0.3274,2472.9947,0.203891,-425.395971,-425.385077,-425.384133,-425.433839,37.876
gdb_105518,CCC1(CCO1)C(C)O,1.77772,1.70796,1.12615,1.8655,81.23,-0.2343,0.0702,0.3044,1229.3193,0.203834,-425.414375,-425.404014,-425.403069,-425.449342,38.671
gdb_4038,CC(=NO)C1(C)CN1,3.37028,1.48808,1.2536,1.2266,71.48,-0.2363,0.0028,0.2392,1030.5544,0.151866,-381.059702,-381.050648,-381.049703,-381.093421,33.05
gdb_118597,CCCC(CC=O)C#N,2.80472,0.76029,0.62777,3.6424,80.87,-0.2621,-0.0366,0.2255,1782.9184,0.168357,-403.181117,-403.170477,-403.169532,-403.218358,36.303
gdb_68858,CC12CC3NC3C1(C)N2,2.38409,1.80203,1.35975,0.4913,81.83,-0.2266,0.0834,0.31,1049.8119,0.183899,-383.243942,-383.235584,-383.23464,-383.276135,33.652
gdb_77578,CC12NC1C1(CN1)C2O,2.80627,1.41982,1.22266,3.9289,76.42,-0.225,0.0688,0.2937,1103.9722,0.159191,-419.132136,-419.123532,-419.122588,-419.165103,33.246
gdb_64798,CC1(CC(=O)C#N)CO1,2.5663,1.27356,0.98792,4.8584,70.13,-0.2871,-0.0911,0.196,1197.6573,0.121507,-437.88358,-437.874325,-437.873381,-437.918917,32.341
gdb_56645,CC1CC1(C)C(O)C#C,2.90769,1.11467,0.94759,1.1625,84.84,-0.2608,0.0302,0.291,1330.4526,0.17902,-387.043356,-387.0328,-387.031856,-387.07841,39.377
gdb_32017,CCC1=NC=NC(=N)N1,3.90538,1.15266,0.89981,3.4306,78.96,-0.2303,-0.052,0.1783,1271.7115,0.138469,-414.246597,-414.238335,-414.237391,-414.280568,30.08
gdb_84821,CC1C=CCC1OC=O,2.83777,1.17205,0.92675,3.986,78.26,-0.2521,0.0093,0.2614,1282.5771,0.158692,-423.064148,-423.055303,-423.054358,-423.098684,32.298
gdb_32311,COC1=NC=COC1=N,2.78603,1.61162,1.0276,2.1371,74.22,-0.2178,-0.047,0.1708,1100.1517,0.113362,-453.963265,-453.955447,-453.954503,-453.995897,28.738
gdb_118479,COCC(CO)C(C)O,2.18543,0.96388,0.72475,2.4787,79.47,-0.2473,0.0649,0.3122,1631.2549,0.203031,-462.544503,-462.533184,-462.532239,-462.58175,40.409
gdb_23783,Cc1ncc(nn1)F,5.99387,1.57392,1.25626,2.4035,58.73,-0.2482,-0.0823,0.1659,878.1,0.083467,-418.821894,-418.815334,-418.81439,-418.853013,23.519
gdb_123845,c1c2c(n[nH]1)CCC=C2,3.59924,1.56759,1.12367,1.6975,82.12,-0.2029,0.0001,0.2029,1046.5147,0.14064,-380.916414,-380.909627,-380.908683,-380.947398,27.495
gdb_64159,CC1(C)CCC1(C)C#N,2.07272,1.46881,1.33287,4.0588,85.76,-0.2929,0.0332,0.3261,1151.7987,0.192781,-367.234476,-367.224629,-367.223685,-367.268225,37.97
gdb_114678,COC1CC2OC1C=C2,3.33149,1.36716,1.28887,1.7378,74.63,-0.2384,0.0134,0.2518,1067.4717,0.160744,-423.009102,-423.001499,-423.000555,-423.041245,29.886
gdb_118228,COCC(C)CC(C)O,3.61647,0.62269,0.60901,2.3004,86.98,-0.2508,0.0706,0.3214,2000.1452,0.225509,-426.623314,-426.611381,-426.610436,-426.661404,42.297
gdb_61714,C(C=O)C(C=O)(C=O)O,2.42474,1.14836,0.95769,2.379,64.45,-0.2618,-0.0819,0.1799,1226.1617,0.106984,-494.915057,-494.905312,-494.904368,-494.951283,32.851
gdb_107163,OCC12CC3(CO3)C1N2,4.55015,0.99034,0.93905,1.4885,72.48,-0.2564,0.0698,0.3262,1271.5365,0.14743,-439.01091,-439.00262,-439.001676,-439.044181,31.462
gdb_10958,CCC1OC2(C)CC12,4.64822,1.34998,1.19883,1.4674,75.54,-0.2274,0.0888,0.3162,1097.1624,0.175934,-348.977168,-348.968731,-348.967787,-349.009772,32.003
gdb_16275,O=CC12NC1CC2=O,3.76216,1.86527,1.39485,2.7217,60.97,-0.2555,-0.0551,0.2004,843.459,0.094596,-398.575898,-398.568983,-398.568039,-398.607218,25.074
gdb_89530,OC1CC2(O)CCOC12,2.31916,1.76635,1.3193,3.3068,70.22,-0.238,0.0607,0.2987,1022.161,0.159285,-460.145924,-460.137581,-460.136637,-460.178687,32.633
gdb_84648,OC1C=CC2NC2C1=O,2.2268,1.88384,1.49121,4.4664,69.7,-0.2331,-0.042,0.1911,941.4731,0.12612,-437.876394,-437.869099,-437.868155,-437.907978,28.782
gdb_117331,CC(C)OC(=N)CCO,2.74082,0.78695,0.72197,1.5431,80.57,-0.2534,0.0286,0.282,1700.2609,0.191808,-441.499713,-441.48863,-441.487686,-441.537169,39.208
gdb_86309,CC1OC(C)C11CCO1,2.07447,1.62407,1.17623,2.2269,78.23,-0.2434,0.0733,0.3167,1165.244,0.18101,-424.202441,-424.193178,-424.192234,-424.236694,34.482
gdb_110319,CCC1C2N(C)CC12O,2.01587,1.50029,1.01542,2.0253,83.06,-0.1958,0.0727,0.2685,1273.0244,0.192578,-404.293441,-404.283608,-404.282663,-404.327705,37.095
gdb_58701,CC(C)C1(COC1)C#N,1.97725,1.45215,1.20234,3.1129,78.41,-0.2683,0.0215,0.2897,1176.529,0.169892,-403.147198,-403.13759,-403.136646,-403.181651,35.005
gdb_93828,CC1CC(O)CCC1O,2.28933,1.31431,0.9966,1.9912,81.13,-0.2588,0.061,0.3198,1289.3047,0.206466,-425.449255,-425.439742,-425.438798,-425.482787,37.406
gdb_118052,CCC(C)C(C)COC,3.40746,0.70852,0.61682,0.9392,93.9,-0.25,0.0851,0.335,1945.2085,0.249332,-390.691542,-390.679316,-390.678372,-390.730167,43.5
gdb_85899,CC1(O)CC(O)C2CC12,2.61824,1.37653,1.19936,1.9616,77.52,-0.2468,0.0707,0.3176,1142.5156,0.182032,-424.225717,-424.216723,-424.215779,-424.258639,35.873
gdb_116164,CCC1COCC(O)C1,3.01306,0.99385,0.79149,0.3749,82.07,-0.2407,0.0718,0.3125,1502.2733,0.206355,-425.438395,-425.428815,-425.427871,-425.472719,36.473
gdb_32253,COc1ccncc1O,2.68376,1.55688,0.99153,4.5408,75.2,-0.2209,-0.005,0.216,1139.3513,0.125911,-437.936793,-437.928963,-437.928019,-437.969196,29.601
gdb_8728,OC(C#C)C(=O)C#N,2.67149,1.86669,1.24277,1.63,58.45,-0.2931,-0.1087,0.1845,914.0806,0.068753,-397.366234,-397.358,-397.357056,-397.399469,28.022
gdb_60155,CC(O)CC1CC(=O)N1,4.23806,0.7345,0.72766,4.4314,76.81,-0.245,0.0366,0.2815,1624.7514,0.169644,-440.312098,-440.302381,-440.301437,-440.347387,35.71
gdb_91791,CN1CC2NC2(C)C1=O,2.63831,1.6479,1.16132,3.8314,76.89,-0.2297,0.0273,0.257,1100.5202,0.160141,-419.232142,-419.223391,-419.222447,-419.265277,32.577
gdb_71804,CC12CC3C4CC4C1C23,3.26208,1.5663,1.45609,0.3533,84.81,-0.2373,0.0869,0.3242,1016.5704,0.185084,-349.913954,-349.906809,-349.905864,-349.944938,30.638
gdb_55184,NC(=O)C1OC2COC12,3.38555,1.38184,1.16271,4.2615,64.57,-0.242,0.0049,0.2469,1046.365,0.124917,-475.000596,-474.992853,-474.991908,-475.033937,28.91
gdb_15000,CCC1COCCO1,4.22982,1.40407,1.13137,0.2079,71.68,-0.2326,0.0923,0.3249,1098.2556,0.17817,-386.144637,-386.136596,-386.135652,-386.177027,30.381
gdb_111877,COC1C2CCOCC12,2.5255,1.42049,1.29875,1.6379,78.39,-0.2302,0.0736,0.3038,1123.6562,0.183887,-424.19944,-424.190872,-424.189927,-424.232805,32.455
gdb_6704,CC(C)COCC#C,5.8065,0.80567,0.73982,1.1465,78.6,-0.255,0.0339,0.2889,1558.145,0.173376,-348.964758,-348.954679,-348.953735,-349.000241,35.523
gdb_30619,CCC(=O)c1cocn1,4.56362,0.99462,0.82483,2.2137,71.91,-0.251,-0.0471,0.2038,1345.9519,0.124127,-437.941527,-437.933152,-437.932207,-437.975598,29.524
gdb_52052,O=CCCC1(CN1)C#C,2.84235,0.88055,0.73453,2.4331,79.85,-0.252,-0.0259,0.2261,1523.4368,0.144783,-401.89231,-401.882704,-401.88176,-401.927864,34.418
gdb_45853,C1CC12CC=CCC2=O,2.50597,1.73075,1.15638,2.6138,80.72,-0.2359,-0.012,0.2239,1084.3728,0.160094,-385.915921,-385.907884,-385.906939,-385.949207,31.179
gdb_638,CC(O)C1CN1,6.30735,2.76922,2.37269,2.731,52.97,-0.2355,0.0627,0.2983,593.3138,0.13137,-287.661454,-287.654667,-287.653723,-287.691623,24.483
gdb_92861,OC1CC=C2CCOC12,2.75805,1.69896,1.27836,2.0183,77.15,-0.2342,0.0154,0.2496,1028.8673,0.161031,-423.028928,-423.02117,-423.020226,-423.061034,30.443
gdb_81996,CC1C2NC2C1(N)C#N,2.47331,1.45381,1.30135,4.2053,76.12,-0.2455,0.0234,0.2689,1068.8233,0.148212,-398.091308,-398.082659,-398.081715,-398.124165,33.128
gdb_89165,CC12CC(O)C1N2C=O,2.31893,1.49202,1.02077,3.8022,74.47,-0.2445,-0.0043,0.2402,1174.9062,0.146194,-439.062595,-439.053828,-439.052884,-439.096036,32.747
gdb_2415,OC1C2NC1C2O,5.10426,2.40526,2.01687,3.1725,53.66,-0.2506,0.0629,0.3135,652.7021,0.114538,-361.630982,-361.625006,-361.624062,-361.660456,23.537
gdb_123260,CCOCCCOCC,9.28812,0.38895,0.37952,1.7753,89.27,-0.2474,0.0874,0.3348,2952.8699,0.225716,-426.61895,-426.606904,-426.605959,-426.658248,40.702
gdb_67528,CC12C3NC3C1OC2=N,2.48548,1.8527,1.521,3.9758,72.71,-0.2403,0.0302,0.2705,944.0759,0.136403,-417.944234,-417.936756,-417.935812,-417.975842,29.575
gdb_87690,CC1NC11CC(C)C1=O,2.59819,1.2449,1.03334,2.0269,81.95,-0.238,-0.0279,0.21,1261.7832,0.169594,-403.143478,-403.134046,-403.133102,-403.178013,34.663
gdb_123435,C(C1CN1)C1=NC=NO1,4.85342,0.96625,0.90556,2.5532,70.04,-0.2559,-0.0272,0.2287,1281.5048,0.126151,-434.038878,-434.031213,-434.030269,-434.07287,27.369
gdb_27961,c1c(nc(cn1)N)C=O,3.02064,1.37045,0.9432,3.5435,76.19,-0.2394,-0.0789,0.1605,1150.5864,0.102417,-432.92693,-432.919378,-432.918434,-432.959136,28.1
gdb_98643,COC(=N)N1CC(=O)C1,4.57104,0.92115,0.79169,0.8651,72.24,-0.2371,-0.0381,0.199,1399.8534,0.134605,-455.14462,-455.135624,-455.134679,-455.179007,31.913
gdb_6033,CC(C)(C[NH3+])C([O-])=O,3.00652,1.54712,1.3298,14.2106,72.13,-0.1701,-0.0281,0.142,1008.8246,0.16372,-402.168382,-402.158804,-402.157859,-402.202386,34.791
gdb_74113,NC1=CC(=O)N2CC2C1,2.66203,1.60634,1.06734,6.2724,77.88,-0.2194,-0.018,0.2014,1098.3167,0.137957,-418.024902,-418.01706,-418.016115,-418.057537,30.409
gdb_76710,OC1C(O)C1OCC#N,3.25884,0.9422,0.90519,3.9775,65.72,-0.2519,-0.002,0.2499,1312.0296,0.122615,-474.981839,-474.972872,-474.971927,-475.01625,32.271
gdb_23816,FC1=CON=CC1=N,3.37026,2.28692,1.36243,1.1002,58.62,-0.2455,-0.0661,0.1793,791.0759,0.072267,-438.642949,-438.636876,-438.635931,-438.673333,22.634
gdb_83992,OC1C2CCOC=NC12,2.59209,1.65092,1.33456,1.824,72.74,-0.2306,0.0161,0.2467,1006.6713,0.149653,-439.067778,-439.060016,-439.059072,-439.100089,30.12
gdb_78785,CC12C(O)C3C(N13)C2=O,2.14409,1.84811,1.67194,4.0035,68.8,-0.2443,-0.0103,0.234,928.5849,0.12316,-437.845944,-437.837884,-437.83694,-437.878353,30.201
gdb_28121,Cc1nc2c(o1)nco2,5.4714,1.35543,1.09371,0.9138,66.89,-0.2278,-0.0278,0.2001,1024.5083,0.091213,-452.776193,-452.769502,-452.768558,-452.807611,24.61
gdb_54672,CC(=O)C1=CCOC1=O,2.84215,1.44425,0.96906,2.8341,69.15,-0.2605,-0.0807,0.1797,1144.9379,0.111594,-457.833581,-457.825374,-457.824429,-457.867255,29.24
gdb_109518,COC1C(C#N)C1(C)O,1.9488,1.48416,1.08321,3.0164,74.25,-0.2552,0.0289,0.2841,1191.2903,0.144534,-439.073322,-439.063354,-439.06241,-439.107989,35.754
gdb_58120,CC(O)C(C)(C)CC#N,2.86991,1.01511,0.91655,4.3513,82.08,-0.2795,0.0354,0.3149,1376.0376,0.191313,-404.375911,-404.365032,-404.364088,-404.411258,40.405
gdb_30102,CC1NC1C1=CC=CN1,3.63037,1.05625,1.05154,3.0782,83.75,-0.1918,0.0417,0.2335,1248.7634,0.161407,-382.08419,-382.075868,-382.074924,-382.117583,31.874
gdb_59117,CC(C)C1C2C3C1CN23,3.53707,1.20164,1.03495,1.8347,84.81,-0.2336,0.0788,0.3125,1247.7719,0.194663,-367.148703,-367.140224,-367.13928,-367.181689,33.448
gdb_18757,CC1OC2CN(C)C12,3.3535,1.92994,1.47408,2.0048,72.22,-0.2119,0.0788,0.2906,924.2435,0.165123,-365.014517,-365.006696,-365.005751,-365.0464,29.677
gdb_49512,O=CC1C2CC1C1NC21,3.9277,1.31453,1.26121,3.4222,75.75,-0.2371,-0.0174,0.2197,1035.4044,0.149588,-401.897371,-401.890425,-401.889481,-401.92882,28.083
gdb_16953,CC1OC2CC1C=C2,3.40933,2.24952,2.07383,1.3903,70.89,-0.2344,0.0092,0.2436,771.5924,0.156178,-347.806795,-347.800367,-347.799423,-347.83688,26.652
gdb_104102,CC1(CO)CNC(=O)C1,2.92309,1.11572,1.05882,3.3233,75.0,-0.2358,0.0383,0.2741,1233.9961,0.171161,-440.333791,-440.324485,-440.32354,-440.367675,35.056
gdb_44943,N=C1OC2CC1COC2,2.59853,1.79982,1.61075,3.3995,71.96,-0.2573,0.0282,0.2855,926.9468,0.151573,-439.109518,-439.102741,-439.101797,-439.140501,27.632
gdb_62048,CC(OCC1CO1)C#C,2.68463,0.98614,0.87222,1.3527,77.8,-0.2555,0.0393,0.2948,1418.203,0.155884,-422.954954,-422.945039,-422.944095,-422.990868,35.508
gdb_105626,CCC1(CCC1O)C#C,1.94264,1.3534,1.18669,1.6731,84.63,-0.2431,0.0493,0.2924,1228.9594,0.180491,-387.049609,-387.039688,-387.038744,-387.083878,37.782
gdb_67601,OC12C3CC4C1N4CC23,2.76973,1.8752,1.79518,0.9373,72.84,-0.2234,0.0774,0.3008,874.6609,0.150787,-401.927608,-401.921132,-401.920188,-401.957925,27.778
gdb_2169,OC1CCOC1=N,3.81949,3.11023,1.81928,2.6161,54.34,-0.2693,0.0189,0.2882,673.3919,0.115102,-361.73193,-361.725633,-361.724689,-361.762049,23.532
gdb_89235,CC1CC2(O)C3CC2C13,2.94753,1.57506,1.24915,1.4011,81.83,-0.2515,0.0778,0.3294,1079.078,0.183835,-387.061102,-387.053254,-387.05231,-387.092886,32.375
gdb_47210,O=C1OCC=CC11CO1,2.71358,1.78419,1.1669,4.7421,69.07,-0.2617,-0.0185,0.2432,1006.6369,0.112689,-457.774638,-457.767174,-457.76623,-457.807207,27.773
gdb_112076,COC1C=CCC1C=O,1.98508,1.5763,0.96056,3.4739,78.33,-0.2414,-0.0141,0.2272,1241.4339,0.158196,-423.031279,-423.022165,-423.021221,-423.066324,32.543
gdb_64996,OC1(CC1)C(=N)OC=O,3.60705,1.02235,0.87258,1.4981,68.57,-0.2662,-0.0301,0.2361,1300.3246,0.121706,-475.025977,-475.016964,-475.016019,-475.060603,32.471
